seminar_id,university,discipline,seminar_name,treatment,clicked,num_click_sources
70f2f2-2f9d92-f8,University of Denver,Mathematics,Analysis and Dynamics Seminars,0,1,1
70ffc8-c0c5c9-33,Michigan State University,Physics,Condensed Matter Physics Seminars,0,1,1
7118c8-f02fe5-4c,Colorado School of Mines,Computer Science,Research Seminar Series,0,1,1
714cf3-6ef3a0-c2,University of Maine,Mathematics,Colloquium,0,1,1
716903-7140d0-00,"University of California, Riverside",Chemistry,CHEM 252 Seminar,1,0,0
717205-04f382-ef,"University of California, Irvine",Mathematics,Logic Set Theory Seminar,0,1,1
71c5d2-6abb85-14,Pennsylvania State University,Mathematics,Department of Mathematics Colloquium,0,0,0
71ea4b-187ac9-d0,Georgia Institute of Technology,Computer Science,IC Spring Seminar Series,1,0,0
720b81-f8ea43-7c,"Graduate Center, CUNY",Mathematics,Arithmetic Geometry Seminar,1,0,0
722ff9-16723b-c8,Duke University,Chemistry,DMI Seminar (Duke Materials Initiative),0,0,0
725f5e-0312d7-e4,Louisiana State University,Physics,Colloquium,0,1,1
726f84-fc7d5b-e4,Stony Brook University,Physics,Condensed Matter Physics Seminar,1,0,0
72a5f8-e7ddc5-f6,University of New Hampshire,Mathematics,Integrated Applied Mathematics Seminar Series,1,0,0
72ab6a-050849-40,Stanford University,Mathematics,Combinatorics Seminar,1,1,1
72bce7-ad9145-61,University of Washington,Mathematics,Combinatorics and Geometry Seminar,1,1,1
72c9ae-c835c3-0c,University of Wisconsin-Madison,Mathematics,Probability Seminar,0,0,0
72e350-3a8b30-83,Colorado School of Mines,Chemistry,Chemistry Seminar Series,0,0,0
730a88-875fa3-6f,Cornell University,Mathematics,Dynamical Systems Seminar,0,1,2
734636-624c92-70,Princeton University,Mathematics,Algebraic Topology Seminar,0,0,0
735f8d-81d79e-00,University of South Florida,Mechanical Engineering,Department of Industrial and Systems Engineering Seminars,1,0,0
737142-ae1f9e-4e,University of Wisconsin-Madison,Mathematics,Applied Algebra,0,0,0
7372d2-9e9ce4-da,Ohio State University,Mathematics,Topology Seminar,1,0,0
73a5de-475ec5-b4,North Carolina State University,Mathematics,Stochastics Seminar,1,1,1
73f147-e9e87f-ec,"University of California, Irvine",Mathematics,Analysis Seminar,0,1,1
74187d-efbd09-b6,"University of California, San Diego",Mathematics,Combinatorics Seminars,1,0,0
744237-956432-ed,Washington University in St. Louis,Mechanical Engineering,Seminar Series,0,0,0
744813-38e23f-5f,University of Rochester,Chemistry,Physical Seminars,1,0,0
74583a-8eec85-19,University of Illinois Chicago,Physics,High Energy Seminar,1,0,0
749093-e8bd02-08,Northeastern University,Computer Science,Computer Science Theory Seminar,1,1,2
74b902-c800c6-1b,University of Virginia,Mathematics,Mathematical Physics Seminar,0,0,0
7501f8-6d6731-43,Oklahoma State University-Stillwater,Mathematics,Analysis Seminar,0,0,0
751c7d-3d4e3c-1a,North Carolina State University,Mathematics,Algebra and Combinatorics Seminar,1,1,1
7595a3-c4503a-47,California Institute of Technology,Chemistry,CCE Seminars: Inorganic-Electrochemical Seminar,0,1,1
759c2d-b4200b-0a,University of Connecticut,Physics,Physics Colloquium,1,0,0
75b622-32b250-cf,Kent State University,Physics,Center for Nucleic Research Seminar (CNR),0,1,2
75bcf9-234469-58,"University of California, Los Angeles",Physics,Plasma Seminars,1,1,1
76144c-9a9c83-5b,University at Buffalo,Mathematics,Colloquium,0,1,1
764904-c75b74-dc,Oregon State University,Mathematics,Analysis Seminar,1,0,0
768f54-82fec1-79,Florida State University,Mathematics,Algebra and its Applications Seminar,1,1,2
76c2ae-45b773-04,University of North Carolina at Chapel Hill,Computer Science,Triangle Computer Science Distinguished Lecturer Series,0,0,0
76d736-14063c-1c,Colorado State University,Chemistry,Physical Seminars,1,0,0
76f343-20c96a-47,Yale University,Physics,WIDG Seminar,1,1,1
777966-2bc88d-a8,University of Florida,Mechanical Engineering,Colloquium,1,0,0
77a14b-0c8498-0d,Michigan State University,Mathematics,Analysis and PDE Seminar,0,1,2
77b599-a812cf-88,"University of California, Berkeley",Chemistry,Inorganic Chemistry Seminar,1,1,1
77c0cf-9497b7-50,Vanderbilt University,Mathematics,Colloquium,0,0,0
78448d-d4e025-b3,"University of California, Davis",Mathematics,Mathematical Physics Seminar,0,1,1
785b34-5ac112-34,Temple University,Mathematics,Algebra Seminar,0,1,2
78696b-885c69-ec,Rice University,Computer Science,CS Colloquium,0,0,0
78b76c-d5812c-c3,Wayne State University,Mathematics,PDE Seminar,0,1,1
791ba8-5aa274-3a,Binghamton University,Computer Science,Seminar Series,0,0,0
791ece-a8271a-2b,Columbia University,Mathematics,Automorphic Forms and Arithmetic,1,1,1
792b57-4e43c0-cd,California Institute of Technology,Chemistry,CCE Seminars: Chemical Physics,0,1,1
79cb32-eef120-45,University of Washington,Physics,Physics Colloquia,1,1,1
79dbc8-9e679e-29,"University of California, Santa Barbara",Computer Science,Colloquium,1,0,0
7a1c2b-455301-0b,Florida State University,Mathematics,Applied and Computational Math Seminars,1,1,1
7a3799-c95229-6a,Duke University,Computer Science,Computer Science Seminar,1,1,1
7a3a89-13d591-fe,Louisiana State University,Mathematics,Mathematical Physics and Representation Theory Seminar,1,1,1
7ada9a-069929-b5,University of Virginia,Physics,Nuclear Physics Seminars,0,0,0
7bb034-df0ed7-11,Columbia University,Mathematics,Distinguished Colloquium Series in Interdisciplinary and Applied Mathematics,1,0,0
7bb7a6-a8fe28-d5,West Virginia University,Mathematics,Seminars,1,1,1
7c0390-d28d51-2e,University of Michigan,Mathematics,Mathematics Communications,1,1,1
7c54d9-8dfa0e-54,North Carolina State University,Chemistry,Inorganic Chemistry Seminar Series,0,1,1
7c7b8d-c9f1a9-d8,Columbia University,Chemistry,Friday Synthesis Symposium,1,1,1
7d0426-e7177f-c8,Pennsylvania State University,Mathematics,Dynamical Systems Seminar,0,0,0
7d1f97-8d00a3-7a,University of Kentucky,Physics,Condensed Matter Physics Seminar,0,0,0
7d6cf6-ebb81d-32,Baylor University,Mathematics,Applied Mathematics Seminar,0,0,0
7d8b9b-46431a-ed,University of Connecticut,Mathematics,Actuarial Science Seminar,1,1,1
7da751-e139f6-39,University of Arizona,Mechanical Engineering,AME Seminar Series,0,0,0
7df4b3-63707d-1f,Pennsylvania State University,Mathematics,Algebra and Number Theory Seminar,0,0,0
7e0500-eaa339-22,"University of California, Davis",Mathematics,Geometry/Topology Seminar,0,1,2
7e166b-10cfba-b5,University of Illinois Urbana-Champaign,Physics,High Energy Physics Seminar,1,1,2
7e3650-a4cfb4-f3,"University of California, San Diego",Mathematics,Group Actions Seminars,1,0,0
7e4cd9-f42a77-a8,"University of California, Davis",Physics,Cosmology Seminar,0,0,0
7e90ca-163d17-11,"University of California, Santa Barbara",Mathematics,"Geometry, Topology and Physics Seminar",0,1,1
7eaee5-9a0463-fa,Massachusetts Institute of Technology,Physics,Nuclear and Particle Physics Colloquium,1,1,2
7f07af-22f957-a5,University of Utah,Mathematics,Stochastics,1,0,0
7f286f-ee9f2d-06,Yale University,Mathematics,Geometry and Topology Learning Seminar,0,0,0
7f4598-cc7db7-a2,Wayne State University,Mathematics,Applied Mathematics,0,1,1
7f4fae-787035-8a,Boston University,Computer Science,CDS Colloquium Series,1,1,1
7f5a3e-6c8a60-66,"University of California, Berkeley",Chemistry,Physical Chemistry Lecture,1,1,1
7f6800-e75ee8-e0,University of Colorado Denver,Chemistry,Dreyfus Lectureship,1,1,1
7f6971-d439b5-ce,George Mason University,Physics,Physics and Astronomy Colloquia,0,1,1
7f950f-ab10df-57,California Institute of Technology,Chemistry,CCE Seminars: Biochemistry,0,1,1
7fa346-9e6c95-0a,Princeton University,Mechanical Engineering,"Edwin G. Baetjer, II and the Baetjer Seminar Series",0,0,0
7fae72-1872da-c0,Baylor University,Mathematics,Mathematics Colloquium,0,0,0
80b4ee-3117f6-85,University of Louisiana at Lafayette,Computer Science,CACS Seminars,1,0,0
80d49a-f55b97-a8,Purdue University,Computer Science,CERIAS Security Seminar,1,1,1
80fa43-f9e56a-ff,University of Washington,Mathematics,Current Topics Seminar,1,1,1
810c9b-d6f3cd-a0,University of Connecticut,Mathematics,PDE and Differential Geometry Seminar,1,0,0
812a53-ff0c8c-ba,University of Arizona,Physics,TAP Colloquium,0,0,0
812c69-06a68d-c8,Old Dominion University,Physics,Physics Colloquia,0,1,1
812f02-1d5d11-de,University of South Carolina,Mathematics,Quantum Information & Analysis Seminars,0,1,1
812f97-296260-86,"University of California, Berkeley",Mechanical Engineering,Mechanical Engineering Seminars,0,0,0
813e45-f3c9ee-02,Massachusetts Institute of Technology,Mathematics,"Seminar on Arithmetic Geometry, etc. (STAGE)",0,1,2
814810-e7af12-e1,Case Western Reserve University,Physics,Condensed Matter Seminars,0,0,0
81a8c9-a5fb23-f8,Johns Hopkins University,Mathematics,Algebraic Geometry Seminar,0,1,2
81c1da-39db06-fa,Virginia Commonwealth University,Mathematics,Biomath Seminar,1,1,1
820adf-879471-ea,University of Mississippi,Mathematics,Combinatorics Seminar,1,0,0
825035-eb5620-f3,Ohio State University,Physics,Colloquia,1,1,1
827107-7e79c5-9f,"University of California, Los Angeles",Mathematics,Algebra Seminar,0,0,0
829787-0dbe12-9b,Ohio State University,Mathematics,Actuarial Science and Quantitative Risk Management Seminar,1,0,0
82eb17-d32640-fb,Colorado School of Mines,Mathematics,Applied Mathematics and Statistics Colloquium,0,1,1
83106e-ac91fc-54,Washington State University,Mathematics,"Theory and Applications of Discrete Math, Linear Algebra, and Number Theory",1,1,2
832827-e6375e-c0,"University of California, Los Angeles",Mathematics,GSO Seminar,0,0,0
833011-6e1cb5-76,University of Florida,Mathematics,Department Colloquia,0,1,2
83481f-564ed6-33,University of Arkansas,Chemistry,Chemistry & Biochemistry Seminar,1,0,0
8382d8-c78047-a3,Johns Hopkins University,Mathematics,Category Theory Seminar,0,1,1
83cb44-20fd83-7d,Iowa State University,Chemistry,Seminars,0,0,0
83f066-0d238f-9b,University of Iowa,Computer Science,Colloquium,0,1,1
842ea9-dc2b73-bf,Utah State University,Physics,Department of Physics Colloquium,1,0,0
846dab-fd06e9-1c,University of Chicago,Mathematics,Computational and Applied Mathematics Colloquium,0,1,2
8485ce-63972b-3a,University at Buffalo,Chemistry,Foster Colloquium Series,0,1,2
84eaa4-b62058-14,"University of California, San Diego",Mathematics,Analysis Seminars,1,0,0
850036-345483-3e,University of Washington,Physics,Research Seminars,1,1,1
850d7e-3a0243-48,Cornell University,Computer Science,Colloquium,0,1,1
853d83-9318ce-32,Auburn University,Mathematics,Statistics and Data Science Seminar,0,1,1
853f4c-d41244-32,University of Pittsburgh,Physics,CMU-Pitt Colloquium,1,1,1
858944-8ecfbb-03,University of Houston,Mathematics,Dynamical Systems Seminar,1,0,0
85ac3a-0ccf24-a7,University of Iowa,Physics,Seminars,0,0,0
85b8ae-5a2810-b4,University of Washington,Mathematics,Rainwater Seminar,1,1,1
85ccba-102d13-61,Arizona State University,Mathematics,Geometry/Topology Seminar,0,1,2
862967-e0c11d-44,Virginia Commonwealth University,Mathematics,Discrete Mathematics Seminar,1,1,1
8633b6-893350-f2,University of Arkansas,Mathematics,Algebra Seminar,1,0,0
86617c-01d56e-23,Cornell University,Physics,Particle Theory Seminar,0,0,0
868472-64f440-e2,Stony Brook University,Chemistry,Franklin Award Lecture,0,0,0
868e6f-e89418-e7,Rensselaer Polytechnic Institute,Physics,"Physics, Applied Physics and Astronomy Colloquia",0,1,1
86aac9-87126c-dc,Mississippi State University,Computer Science,CSE Speaker Series,0,0,0
86ab2d-9ce3af-c3,Colorado State University,Mathematics,Inverse Problems/Data Sciences/Applied Math (IDA) Seminar,1,1,2
86fd12-31766b-f6,University of Kansas,Chemistry,Organic Seminars,0,1,1
873820-959d97-04,Northeastern University,Mathematics,Applied and Interdisciplinary Mathematics Seminar,1,1,1
87ac9d-2b52a6-cc,University of Utah,Mathematics,Representation Theory and Number Theory,1,0,0
87c14d-dd4a98-f8,Stony Brook University,Physics,High Energy Physics Seminar,1,0,0
87c22a-2b2915-dd,New York University,Mathematics,Geometry Seminar,0,0,0
87dcbf-17d917-79,University of Michigan,Mathematics,Combinatorics,1,1,1
87f65e-e23c21-35,Ohio State University,Mathematics,Combinatronics and Probability Seminar,1,0,0
8801fe-935e9a-b4,Harvard University,Chemistry,Woodward CCB Departmental Colloquium,1,0,0
881654-db0786-23,New Jersey Institute of Technology,Physics,Colloquium,1,0,0
884bb7-38b1f0-5b,Rutgers University-New Brunswick,Physics,Nuclear Physics Seminar,0,1,1
885615-4bc480-29,University of Alabama,Mathematics,Analysis Seminar,0,0,0
887a30-8013d2-ae,University of Arkansas,Mathematics,Applied Mathematics Seminar,1,0,0
88bbd0-2a4a7b-44,University of Louisville,Mathematics,Mathematical Biology Seminar,0,0,0
88d340-bbecd7-92,University of Connecticut,Physics,"Atomic, Molecular, and Optical Physics Seminar",1,0,0
88e4bb-42a696-21,Clemson University,Mathematics,Analysis Seminar,1,0,0
88fb67-faa470-7e,University of Utah,Mathematics,Departmental Colloquium,1,0,0
8906b2-b81d67-a8,"University of California, Davis",Mathematics,Special Events,0,1,1
896fd1-6c9ee6-e3,University of Georgia,Chemistry,Analytical Seminar,0,1,1
89982c-08ba85-47,"Graduate Center, CUNY",Mathematics,Set Theory Seminar,1,0,0
89a788-3b9677-f3,California Institute of Technology,Mathematics,Logic Seminars,0,0,0
89d567-5244dd-f4,Florida State University,Computer Science,Colloquium,1,0,0
8a32d7-d047e6-85,"University of California, Riverside",Physics,Colloquium Series,0,1,1
8a6862-b80f30-39,Georgia Institute of Technology,Chemistry,Chemistry Seminar,1,1,1
8a805b-bac800-b1,"University of California, Irvine",Computer Science,Information Systems Group Talks,1,0,0
8a91b3-d684a2-21,University of Mississippi,Mathematics,Probability & Statistics Seminar,1,0,0
8af320-b4b262-f6,Michigan State University,Mathematics,Applied Mathematics Seminar,0,1,2
8b2ce9-dc67fb-5d,University of Houston,Physics,Physics Colloquium,0,0,0
8b2f77-a35bb7-75,University of Houston,Mathematics,Partial Differential Equations Seminar,1,0,0
8b4552-5b11ca-ca,University of Wisconsin-Madison,Physics,Condensed Matter Theory Group Seminar,0,0,0
8b4e81-dda4a0-23,Northwestern University,Mathematics,Analysis Seminar,1,0,0
8b533f-e01c0b-a9,Rutgers University-New Brunswick,Mathematics,Logic Seminar,0,1,2
8b63a1-adb166-94,Texas A&M University,Mathematics,Mathematical Biology Seminar,1,0,0
8bb43e-0dd591-fd,Ohio State University,Mathematics,Representations and Lie Theory Seminar,1,0,0
8bd481-23905d-b6,Florida State University,Chemistry,Organic Seminar,0,1,1
8be985-e22b73-3e,"University of California, Berkeley",Computer Science,EECS Colloquium,0,1,1
8bf661-4f6e95-52,Kent State University,Mathematics,Colloquium,0,0,0
8bf934-ec7527-99,Indiana University Bloomington,Mathematics,Departmental Colloquium,1,1,1
8c10f4-e13fa1-d7,University of Connecticut,Mathematics,UConn Logic Colloquium,1,0,0
8c6d07-f3155b-6d,Cornell University,Computer Science,Theory Seminar,0,1,1
8c8295-dcf26c-9b,"University of California, Berkeley",Mathematics,Colloquium,1,0,0
8c8c3c-d564e1-49,"University of Maryland, College Park",Mathematics,Number Theory and Representation Theory,0,1,2
8cba67-ae989a-04,Cornell University,Mathematics,Algebraic Geometry Seminar,0,1,2
8cd459-fe4127-43,University of Oklahoma,Mathematics,Algebra and Representation Theory Seminar,1,1,2
8cda65-139de9-65,University of Massachusetts Amherst,Mathematics,Reading Seminar on Automorphism Groups of Manifolds,0,1,1
8cf2f4-781031-fa,University of Kansas,Chemistry,DyMERS Seminars,0,1,1
8d24be-52d495-3b,Columbia University,Mathematics,Applied Probability Seminar Series,1,0,0
8d2fe7-0b6506-38,Cornell University,Physics,Colloquia,0,0,0
8d473b-520b24-3d,Brown University,Chemistry,Chemistry Colloquium,0,1,1
8daa09-344943-e1,"University of California, Berkeley",Mathematics,Northern California Geometry Seminar,1,1,1
8de2f5-51921e-2e,Florida International University,Mathematics,Colloquium,1,1,1
8de565-6743ec-e5,Arizona State University,Chemistry,SMS Seminars,0,1,1
8e15ad-7bf5c8-78,University of Pittsburgh,Chemistry,Seminars,0,1,1
8e1801-de6ab3-fd,"University of California, Berkeley",Chemistry,Organic Chemistry Seminar Lecture,1,1,1
8e6fd4-8b26c1-14,"University of California, Berkeley",Physics,Physics Condensed Matter Seminar,0,0,0
8e8971-ed2625-18,Stony Brook University,Chemistry,Engaging Undergraduates in Research Lecture Series,0,0,0
8ef5e6-862f90-29,"University of California, Santa Barbara",Mathematics,Seminar on Geometry and Arithmetic,0,1,1
8f2db6-f5b9e2-b9,"University of California, Irvine",Mathematics,Inverse Problems Seminar,0,1,1
8f3c8b-97f8e7-e4,University of Oklahoma,Chemistry,Seminars,1,0,0
8f68f5-8c76fa-3b,"University of California, Berkeley",Mathematics,Serge Lang Lectures,1,1,1
8f6d42-5f019f-d3,Montana State University,Physics,Physics Colloquium,0,1,1
8f83c8-44b530-a3,University of North Carolina at Chapel Hill,Chemistry,Inorganic Chemistry Seminars,0,1,2
8fcd0d-8c43a5-32,Ohio State University,Chemistry,Organic/Inorganic Seminars,1,0,0
90368f-0d4672-eb,Purdue University,Physics,Nuclear Physics Seminar,0,0,0
905d6e-1462e5-2f,"University of California, Davis",Mathematics,Faculty Research Seminar,0,1,1
90731d-d7251d-93,University of Wisconsin-Madison,Chemistry,Chemical Education Seminars,1,1,1
907bf9-56b6cb-0c,University of Florida,Mathematics,Algebra Seminar,0,1,2
90972a-c6d5a9-74,University of Tennessee,Mathematics,Geometry Seminar,0,1,2
90ec43-9f1fb5-27,University of North Carolina at Chapel Hill,Mathematics,Ergodic Theory Seminars,1,1,2
9103cc-1faafd-4e,Boston University,Mathematics,Dynamical Systems Seminar,1,1,1
910626-6f93b2-c8,"University of California, Los Angeles",Mathematics,Topology Seminar,0,0,0
910890-842604-65,Columbia University,Mathematics,Applied Mathematics Colloquium,1,1,1
91528d-d70fde-e5,Duke University,Computer Science,Computer Science Colloquium,1,1,1
91592c-c83293-04,University of Missouri,Physics,Astrophysics/Relativity Seminars,1,0,0
91a074-655cf0-b5,"University of California, Irvine",Mathematics,Dynamical Systems Seminar,0,1,1
91ca8b-20baec-a2,Boston University,Chemistry,Monday Colloquium,1,1,1
91dd59-d2a922-05,"University of California, San Diego",Mathematics,Functional Analysis Seminars,1,0,0
9218fa-4573e3-8f,University of Minnesota,Mathematics,IMA Data Science Seminar,1,1,1
921db4-5edcc3-1e,"University of California, Berkeley",Mathematics,Informal String-Math Seminar,1,1,1
921f13-145e69-56,Boston University,Mathematics,Number Theory Seminars,1,1,1
922d4d-915a67-06,Stony Brook University,Computer Science,Distinguished Lecture,0,1,1
925d8e-21826d-9c,Oklahoma State University-Stillwater,Mathematics,Topology Seminar,0,0,0
92a5cc-aef83f-8d,Binghamton University,Computer Science,Invited Speaker Series,0,0,0
92acb2-1f25a2-6a,Boston University,Mathematics,New England Dynamics Seminar,1,1,1
92f997-15415a-f0,"University of California, San Diego",Physics,Physics Seminar,1,1,1
934799-018a2f-93,Boston University,Mechanical Engineering,MechE Spring Seminar Series,0,0,0
935aef-d278ba-ac,"University of California, Los Angeles",Mathematics,Probability Seminar,0,0,0
9368ce-daae78-f7,Kansas State University,Mathematics,M-Seminar,1,1,1
938cf3-201780-68,Stony Brook University,Physics,Physics and Astronomy Colloquium,1,0,0
939278-c83e19-d9,University of Pennsylvania,Mathematics,Math-Physics Joint Seminar,0,1,1
939f3c-b0f39d-6e,University of Minnesota,Chemistry,Departmental Seminar,0,1,1
93c229-58ef11-36,Carnegie Mellon University,Computer Science,Human-Computer Interaction Seminar,0,1,2
93cb37-006186-d4,University of Michigan,Mathematics,Commutative Algebra,1,1,1
93e080-b3e46c-a0,"University of California, Berkeley",Mathematics,Commutative Algebra and Algebraic Geometry Seminar,1,1,1
944599-aba4e5-da,Tulane University,Mathematics,AMS/AWM Seminar,1,1,1
948e19-f5b647-93,New York University,Mathematics,Harmonic Analysis and Signal Processing Seminar,0,0,0
949156-8d5fe1-5f,"University of Maryland, College Park",Mathematics,Mathematical Data Science,0,1,1
94968b-af2b90-21,Boston University,Physics,HET Seminar,0,0,0
94b6c0-dfe052-ec,Wayne State University,Physics,Physics & Astronomy Colloquium,1,0,0
94d027-450cf9-35,University of Notre Dame,Mathematics,Discrete Mathematics Seminars,1,1,1
94de49-8f870a-93,Arizona State University,Chemistry,Materials Science & Engineering Seminars,0,1,1
95382e-d29ef6-f4,Texas Tech University,Chemistry,Departmental Seminar,1,0,0
954a40-a4f705-52,University of Michigan,Mathematics,"Group, Lie and Number Theory",1,1,1
95accd-4b4be7-a9,"University of California, Santa Barbara",Mathematics,Mathematics Colloquium,0,1,1
95b948-4f138e-0c,University of Southern Mississippi,Mechanical Engineering,Seminars,1,0,0
95f15d-fa9e6a-f7,Florida State University,Physics,Astrophysics Seminar,0,0,0
9615e8-4f1bf5-b1,University of Notre Dame,Physics,Nuclear Physics Seminar,0,1,1
96213c-5545cc-02,Louisiana State University,Mathematics,Algebra and Number Theory Seminar,1,1,1
962ddf-492353-c4,Georgia Institute of Technology,Computer Science,IDEaS Generative AI Seminar,1,0,0
962ebc-998abd-e7,"University of Nevada, Las Vegas",Physics,Forum,1,0,0
963763-62c1c9-82,University of Memphis,Mathematics,Functional Analysis Seminar,0,0,0
9646c4-ad5395-b2,Carnegie Mellon University,Computer Science,"Algorithms, Combinatorics and Optimization Seminar (ACO)",0,1,2
966b0e-486f89-78,Michigan State University,Computer Science,CMSE Seminar,0,1,1
9696e1-6c9766-c3,Stony Brook University,Physics,Joint SBU/BNL Cosmology Seminar,1,0,0
96a32d-1bc325-b2,University of Colorado Denver,Chemistry,Kohn-Damrauer Lectureship,1,1,1
96ac5b-1dd134-5d,Johns Hopkins University,Physics,Experimental Particle Physics Seminars,0,0,0
96afb3-38b0d9-92,"University of California, Los Angeles",Physics,HEAP Seminars,1,1,1
971367-5fd2fe-05,Louisiana State University,Physics,Physics & Astronomy Colloquium,0,1,1
975048-4cf33b-e4,Columbia University,Mathematics,Geometric Topology Seminar,1,1,1
976118-42ee8a-f6,Auburn University,Chemistry,Chemistry and Biochemistry Colloquia,1,0,0
979236-3b96d8-be,"University of California, Los Angeles",Chemistry,Physical Chemistry Seminar 228,1,0,0
97b4bc-abdb40-4c,George Mason University,Mathematics,"Topology, Algebraic Geometry and Dynamics Seminar (TADS)",0,0,0
97bbac-0098cb-fc,"University of California, Santa Cruz",Physics,Condensed Matter Seminar,1,0,0
9842ab-884d58-36,"University of California, Berkeley",Mathematics,Quantum Many-Body Seminar,1,1,1
9874cf-ce5618-5e,Oregon State University,Physics,Physics Colloquia,0,1,1
988554-4c0175-a3,Florida State University,Chemistry,CBE Seminar,0,0,0
9887a8-15e5a5-3f,Oregon State University,Mathematics,Mathematical Biology Seminar,1,0,0
991e5a-a4de9a-5b,University of Illinois Urbana-Champaign,Chemistry,Organic Chemistry Seminar,0,0,0
994e47-382084-10,Rice University,Mathematics,Geometry Seminar,1,0,0
99643c-f7005c-63,"Graduate Center, CUNY",Mathematics,Harmonic Analysis & PDE Seminar,1,0,0
998a0a-27643d-a5,University of Pennsylvania,Mathematics,Analysis Seminar,0,1,1
99ed4c-d932fe-68,University of Colorado Boulder,Mathematics,Mathematical Physics Seminar,0,0,0
9a0854-d090f0-23,Oklahoma State University-Stillwater,Chemistry,Chemistry Seminars,1,1,1
9a38e8-b24e10-29,Northeastern University,Physics,Physics Colloquium,1,0,0
9a8e4d-37d2aa-29,University of Michigan,Mathematics,Integrable Systems and Random Matrix Theory,1,1,1
9ab20d-3feb9d-82,Baylor University,Mathematics,Analysis Seminar,0,1,1
9b0a83-311bc4-74,"University of California, San Diego",Mechanical Engineering,"Fluid Mechanics, Combustion, & Engineering Physics",0,1,1
9b11b5-fd84b9-6b,Auburn University,Mathematics,Applied and Computational Mathematics Seminar,0,1,2
9b1836-4fa550-a3,"University of California, Los Angeles",Mathematics,Colloquium,0,0,0
9b4494-e6a770-22,New Jersey Institute of Technology,Mathematics,Statistics Seminar,1,1,1
9b6e32-7c4709-00,"University of California, Davis",Physics,QMAP Particles/Cosmology Seminar,0,0,0
9b91c5-cdf862-34,Florida State University,Mechanical Engineering,Distinguished Seminar Series,1,1,1
9b961d-1d6422-ee,University of Pennsylvania,Mathematics,Probability and Combinatorics,0,1,1
9bb845-14335d-15,Purdue University,Mechanical Engineering,Purdue ME Distinguished Seminar Series,1,0,0
9bc45b-7e5f12-c5,Princeton University,Mathematics,Analysis Seminar,0,0,0
9bc912-aec49e-62,Indiana University Bloomington,Mathematics,Logic Seminar,1,1,1
9bd382-d00cff-19,University of Georgia,Chemistry,Organic Seminar,0,1,1
9bf44a-1fbf46-ac,University of Virginia,Physics,Atomic Physics Seminars,0,1,1
9c4f45-9106df-57,Ohio State University,Mathematics,Geometric Theory and Topology Seminar,1,0,0
9c7aba-df7b87-40,Massachusetts Institute of Technology,Chemistry,Inorganic Chemistry Seminars,1,0,0
9c8930-de0b8f-5b,University of Utah,Physics,Condensed Matter/Biophysics,0,0,0
9cb837-8982bd-b2,University of North Carolina at Chapel Hill,Chemistry,Analytical Chemistry Seminars,0,1,2
9dde82-2cf9a0-89,"University of California, Irvine",Physics,Physics Department Colloquium,1,0,0
9e1636-773cc0-d6,University of Wisconsin-Madison,Mathematics,Physical Applied Math,0,0,0
9e7616-191888-ca,Texas A&M University,Mathematics,Seminar in Random Tensors,1,1,1
9ec117-a13f2f-a7,University of Colorado Boulder,Physics,Condensed Matter Seminar,0,1,2
9eec13-bdb8fa-21,University of Michigan,Mathematics,"RTG Seminar on Geometry, Dynamics and Topology",1,1,1
9f7851-d7e9fe-64,Washington State University,Mathematics,Colloquia,1,1,1
9f8c2c-63a362-7c,University of Michigan,Computer Science,Systems Seminars,1,1,2
9f98e4-dab545-75,George Mason University,Mathematics,"Geometry MMA: Metrics, Measures, and Algorithms",0,0,0
9fba06-8ec63c-1d,University of Iowa,Mathematics,Seminars,0,1,1
a030d1-c9bb9f-01,Virginia Tech,Mechanical Engineering,RADS Speaker Series,0,1,1
a09b69-ac54b3-f9,University of Oklahoma,Mathematics,Analysis Seminar,1,1,1
a0def1-6db309-2d,Princeton University,Chemistry,Chemical Biology Seminar,1,1,1
a0e96a-89bd69-cd,University of Illinois Urbana-Champaign,Chemistry,Inorganic/Materials Chemistry Seminars,0,0,0
a14b0f-e0e173-7a,University of Massachusetts Amherst,Mathematics,Geometry & Topology Seminar,0,1,1
a1547d-8134c1-b4,University of Colorado Boulder,Mathematics,Mathematics Education Seminar,0,0,0
a1a896-494645-f2,Auburn University,Mathematics,Seminars on Analysis and Stochastic Analysis (SASA),0,1,2
a1ac90-07c9ce-ff,Carnegie Mellon University,Mathematics,CNA Seminars,1,0,0
a1b047-9256cd-f3,University of New Mexico,Chemistry,Department of Chemistry and Chemical Biology Seminars,0,0,0
a1b52a-496f63-f3,University of Pennsylvania,Mechanical Engineering,Mechanical Engineering and Applied Mechanics,1,1,2
a1e3a6-90a657-61,Case Western Reserve University,Physics,Colloquia,0,0,0
a2237f-432669-4e,University of Georgia,Mathematics,Applied Math,1,0,0
a23799-803c98-39,Massachusetts Institute of Technology,Physics,Nuclear and Particle Theory Seminar,1,1,1
a345dd-5d70f7-3d,University of Memphis,Mathematics,Ergodic Theory Seminar,0,0,0
a36911-821b50-d5,Johns Hopkins University,Mathematics,Topology Seminar,0,1,1
a36cf6-18d576-61,University of Oregon,Computer Science,Colloquium,0,0,0
a3b69c-38deea-56,Northeastern University,Chemistry,Chemistry & Chemical Biology Dept. Seminar,0,1,1
a3e1f0-566b71-c5,Auburn University,Mathematics,Discrete Math - Combinatorics Seminars,0,1,1
