seminar_id,university,discipline,seminar_name,treatment,clicked,num_click_sources
d217fb-d32e2e-ae,Emory University,Mathematics,Combinatorics Seminar,1,1,1
d223a1-140f28-e8,Brown University,Mechanical Engineering,Joint Materials/Solid Mechanics Seminar,1,0,0
d26451-7b8674-6f,University of Cincinnati,Mathematics,Colloquia,0,1,1
d26520-5d1a1e-bc,University of Delaware,Mathematics,Numerical Analysis and PDE Seminar,1,0,0
d2bb7e-5f9512-15,University of Virginia,Mathematics,Probability Seminar,0,0,0
d2d250-69bd53-70,Iowa State University,Mathematics,Computational and Applied Mathematics Seminar,0,1,1
d2d99e-83031d-a3,Brandeis University,Mathematics,Topology Seminar,1,0,0
d2e70d-5a0567-b1,North Carolina State University,Physics,Physics Colloquium,0,1,1
d2e78d-3cfd3f-4c,Johns Hopkins University,Physics,Experimental Particle Physics Seminar Series,0,0,0
d304e8-3ba4d7-c5,Brandeis University,Physics,Materials Research Science and Engineering Center (MRSEC) Seminars,1,1,1
d35870-ebf129-76,Boston University,Computer Science,Distinguished Hariri Institute Seminars,1,1,1
d3d312-39b8ef-71,University of Minnesota,Mechanical Engineering,Aerospace Engineering and Mechanics Colloquium Series,1,0,0
d3f23e-89958f-74,University of Kentucky,Physics,Theory Seminars,0,0,0
d42d3a-031390-20,University of Illinois Urbana-Champaign,Physics,Biological Physics/iPoLS/STC-QCB Seminar,1,1,2
d44290-8f3cdc-01,Auburn University,Mathematics,Auburn Algebra Seminar,0,1,1
d46176-5252c4-05,"University of Maryland, College Park",Computer Science,Numerical Analysis Seminar,1,0,0
d48cc5-6fd034-56,Oregon State University,Computer Science,Robotics Seminar,0,0,0
d4bf73-266067-af,Temple University,Chemistry,Seminar,1,1,1
d502f4-40e80d-a0,Columbia University,Physics,"Condensed Matter/Atomic, Molecular, and Optical Physics Seminars (AMO-QIS)",1,1,1
d50e1c-a201e9-84,Oregon State University,Mathematics,Geometry and Topology Seminar,1,0,0
d5149b-bf59fc-c3,University of Washington,Mechanical Engineering,Leadership Seminar Series,1,0,0
d55541-26a1ba-2a,University of Wisconsin-Milwaukee,Physics,Medical Imaging Seminars,0,0,0
d57ee4-8a7386-41,George Washington University,Mathematics,Topology Seminar,0,1,1
d603cd-305eaf-69,Brown University,Physics,Condensed Matter & Biophysics Seminars,1,1,1
d61a50-a56786-28,University of Massachusetts Amherst,Mathematics,Algebraic Topology Learning Seminar,0,1,1
d62baf-afaa6d-4b,Massachusetts Institute of Technology,Chemistry,Physical Chemistry Seminars,1,1,1
d690dc-48b10c-27,Oklahoma State University-Stillwater,Physics,Physics Colloquium,0,0,0
d6d258-5ad9e0-4f,University of Minnesota,Mathematics,Topology Seminar,1,0,0
d6ea5c-51cee0-86,University of Texas at Dallas,Mathematics,Computational Science Seminar,1,0,0
d6f574-7de822-74,University of Texas at Dallas,Physics,Colloquia,0,1,1
d72ab8-b64b35-0c,Massachusetts Institute of Technology,Mathematics,Combinatorics Seminar,0,1,1
d75929-fb0e28-9a,Johns Hopkins University,Physics,AstroCoffee Seminars,0,0,0
d78bf6-bb391c-25,Stony Brook University,Chemistry,Pfizer - SBU Symposium,0,0,0
d79c80-be1367-03,"University of California, Irvine",Computer Science,AI/ML Seminar Series,1,0,0
d7f826-59fec3-8e,Purdue University,Chemistry,Physical Seminar,0,0,0
d82df8-f98c99-60,University of Chicago,Chemistry,James Franck Institute Colloquium/Seminar,1,1,1
d82fe3-70ef76-8d,Massachusetts Institute of Technology,Mathematics,Geometric Analysis Seminar,0,1,2
d83628-005281-e1,University of Notre Dame,Mathematics,PDE Seminars,1,1,1
d86c59-02c068-e1,Harvard University,Physics,Physics Monday Colloquium,1,0,0
d87285-d2ecf7-2c,Oklahoma State University-Stillwater,Mathematics,Colloquium,0,0,0
d8b08a-c497fb-a4,University of Louisville,Computer Science,Computer Science and Engineering PhD Seminar Series,0,0,0
d8bb28-8287dd-6c,"University of California, Davis",Physics,"Fields, Strings, Gravity Seminar",0,0,0
d8ef76-6bb727-3a,New Jersey Institute of Technology,Mathematics,Mathematics Colloquium,1,1,2
d8f37f-001ca9-7d,Harvard University,Computer Science,Computer Science Lecture Series,1,0,0
d90b76-c20def-62,University of Denver,Mathematics,Colloquia,0,1,2
d94c99-68ccbb-9b,University of Texas at San Antonio,Chemistry,Chemistry Seminars,1,1,1
d99065-a7a094-89,Massachusetts Institute of Technology,Mathematics,Numerical Methods for Partial Differential Equations Seminar,0,1,2
d9b79a-6b9f82-65,North Carolina State University,Computer Science,ECE Distinguished Speaker Colloquium,0,1,1
d9d8d8-0958d9-74,Pennsylvania State University,Mathematics,PDE Seminar,0,0,0
d9e124-deddb2-0c,University of Connecticut,Mathematics,Geometric and Functional Inequalities and Applications,1,1,1
da1659-c4f2cf-24,University of Utah,Mathematics,Algebraic Geometry,1,0,0
da3885-378956-bf,Princeton University,Mathematics,Joint Princeton Rutgers Geometric PDEs Seminar,0,0,0
da74a4-6c5a15-e2,"University of California, Davis",Mathematics,PDE and Applied Math Seminar,0,1,1
dab507-4f665b-11,New Jersey Institute of Technology,Physics,Department Seminar,1,1,1
db1d1d-795f6b-c5,Stony Brook University,Mathematics,C.N. Yang Colloquium Series,0,1,1
db226d-ee03c6-95,"Graduate Center, CUNY",Mathematics,Model Theory Seminars,1,1,1
db7ee6-0de6c7-e2,Ohio State University,Physics,High Energy Physics Seminar,1,0,0
db8a87-3c76c4-07,"University of Maryland, College Park",Computer Science,Center for Bioinformatics and Computational Biology (CBCB) Seminar,1,0,0
db9cf3-552ad4-dd,University of North Texas,Mathematics,Algebra Seminar,1,0,0
dbbef8-3ed7e6-b5,Brown University,Mathematics,Probability Seminar,0,1,1
dbd0f5-f5a008-99,University of Notre Dame,Chemistry,Divisional Seminar,1,1,1
dc2ced-2906a5-dc,Stanford University,Physics,Applied Physics/Physics Colloquium,0,0,0
dc9d86-ed5328-15,Iowa State University,Mathematics,Discrete Mathematics Seminar,0,0,0
dcd903-e43435-91,University of Florida,Chemistry,Seminars,0,0,0
dd20fd-0c13b6-62,Oregon State University,Mathematics,Colloquium,1,0,0
dd72b4-c616d7-d9,Princeton University,Mathematics,Condensed Learning Seminar,0,0,0
dd7434-f5068a-05,University of Pennsylvania,Mathematics,Applied Math and Computational Science Colloquium,0,1,1
ddab79-175ccf-2c,Purdue University,Computer Science,Programming Languages Seminar,1,0,0
ddf207-3e049e-2a,University of Missouri,Physics,O.M. Stewart Colloquium,1,0,0
de3940-ebf8ce-8d,University of Montana,Chemistry,Molecular and Biomedical Sciences,1,0,0
de5b85-b316ce-6b,"University of California, Irvine",Mechanical Engineering,Seminar Series,0,1,1
de7ff9-a46eed-07,University of Wisconsin-Madison,Mathematics,Colloquia,0,0,0
dec363-0aa6bf-f0,University of Illinois Urbana-Champaign,Physics,Physics Colloquium,1,1,2
ded33b-d2e50a-a6,Purdue University,Computer Science,Computer Science Colloquium,1,0,0
dedd0a-716edb-1b,Temple University,Mathematics,Philadelphia Area Number Theory Seminar,0,1,2
def1f6-769030-df,George Washington University,Chemistry,Seminar Series,1,1,1
df0f44-8f708d-a7,"University of California, Los Angeles",Mathematics,Participating Number Theory Seminar,0,0,0
df1734-108d8a-11,Massachusetts Institute of Technology,Computer Science,CSAIL Security Seminar Series,0,0,0
df33b5-6d426e-82,Massachusetts Institute of Technology,Computer Science,Theory of Computation Colloquium Series,0,0,0
df9bc4-60a724-a2,Florida State University,Chemistry,Inorganic Seminar,0,0,0
dffd39-41b7b0-14,"University of California, Irvine",Computer Science,CS Seminar Series,1,0,0
dffebf-43f15b-8a,University of Houston,Chemistry,Department Seminars,1,1,1
e00233-07d0ce-1c,University of Colorado Denver,Chemistry,Seminar Series,1,1,1
e06e18-dde140-34,Columbia University,Mathematics,Seminar on Relative Langlands Duality,1,1,1
e07029-756bcc-d6,University of Wisconsin-Madison,Chemistry,Analytical Chemistry,1,1,1
e077f4-d030f7-25,Rutgers University-New Brunswick,Chemistry,Seminar,1,0,0
e09f61-d1354f-65,Indiana University Bloomington,Physics,LENS/Condensed Matter Physics Seminars,0,0,0
e0a24e-6b3a34-3b,Columbia University,Physics,Plasma Physics Colloquium,1,1,2
e0b321-06e3a5-fd,Cornell University,Computer Science,Database Seminar,0,1,2
e0bb44-3b6096-91,University of Massachusetts Amherst,Mathematics,Colloquium,0,1,1
e0d5ca-21e936-43,"University of California, Berkeley",Chemistry,The Twelfth Annual Eastman Distinguished Lecturers in Catalysis,1,1,1
e11e1c-cc16b0-26,Columbia University,Mathematics,Algebraic Topology Seminar,1,0,0
e13ab9-948e25-5d,University of Miami,Mathematics,Colloquia,1,0,0
e14c3e-4e177c-ea,University of New Mexico,Physics,Physics and Astronomy Colloquium,0,0,0
e15d24-5ab08a-b5,Rice University,Chemistry,Chemistry Seminar,1,1,1
e17c10-3cde42-01,University of Pittsburgh,Physics,HEP Seminar,1,1,1
e18cb9-0c2421-4d,"University of California, Irvine",Mathematics,Geometry and Topology Seminar,0,1,1
e191e4-9ea3e8-79,Tulane University,Mathematics,Algebra and Combinatorics Seminar,1,1,1
e1abab-0d17ba-7d,Florida State University,Chemistry,Physical Seminar,0,1,1
e1b7fc-8956dd-b1,University of Notre Dame,Chemistry,Department of Chemistry and Biochemistry Colloquium,1,1,1
e1bd81-ade74f-e6,Brown University,Computer Science,Theory Seminar,0,1,1
e1ccc1-c89710-b2,Colorado State University,Computer Science,CS Colloquium Series,0,0,0
e1ece5-5e97a2-ca,"University of California, Riverside",Chemistry,CHEM 251 Seminar,1,0,0
e1ee1e-5afbc5-88,Texas Tech University,Mathematics,Seminars,0,1,1
e200c0-b70c98-27,Georgia Institute of Technology,Computer Science,School of CSE Seminar Series,1,0,0
e25887-1fc59f-d5,University of Virginia,Mathematics,Geometry Seminar,0,0,0
e26b7b-f35eaf-34,University of Rochester,Physics,Astronomy/Astrophysics Seminar,0,1,1
e27a25-a9c3be-3c,Arizona State University,Mathematics,Discrete Math Seminar,0,1,2
e2b892-d47eea-00,Iowa State University,Mechanical Engineering,Guest Seminar Series (ME600),0,0,0
e2fa90-c6f241-92,Columbia University,Chemistry,Colloquium Seminar Series,1,1,1
e316c7-4b5ba1-c9,Oregon State University,Mechanical Engineering,Robotics Seminar,1,0,0
e31815-598871-99,University of Notre Dame,Physics,Biophysics Seminar,0,1,1
e36e74-3292e6-f6,Louisiana State University,Mathematics,Informal Geometry and Topology Seminar,1,1,1
e3a231-ba07c9-68,Case Western Reserve University,Physics,Biophysics/Biomath Colloquia,0,0,0
e3b678-3d4c10-95,Wayne State University,Chemistry,Frontiers Seminar,0,0,0
e3b897-2c1a43-a3,Texas Tech University,Mechanical Engineering,Seminar Series,1,1,1
e44274-d9d19c-45,University at Buffalo,Physics,Physics Colloquium,1,1,2
e4529c-843d53-4e,University of Memphis,Mathematics,PDE Seminar,0,0,0
e45675-0e2564-6c,University of Notre Dame,Mathematics,Felix Klein Seminars,1,1,1
e48224-badd91-82,Temple University,Mathematics,Analysis Seminar,0,1,2
e4a838-35ead5-6c,University of North Texas,Computer Science,Computer Science and Engineering Seminar Series,0,0,0
e4b8d6-a2a80a-f1,"University of California, Irvine",Physics,Condensed Matter Seminar,1,0,0
e4ff6a-8095ac-3a,California Institute of Technology,Mathematics,Algebra and Geometry Seminars,0,0,0
e50aca-851449-ee,University of Delaware,Computer Science,Distinguished Speaker Series,1,1,1
e54520-c94aef-51,University of Wisconsin-Madison,Mathematics,Group Actions and Dynamics Seminar,0,0,0
e57762-9b8435-03,Indiana University Bloomington,Physics,High-Energy Physics/Astrophysics Seminar,0,0,0
e57c82-4878a3-c8,University of Wisconsin-Madison,Mechanical Engineering,Seminar,1,1,1
e585b8-893649-cb,"Graduate Center, CUNY",Mathematics,Geometry and Topology Seminar,1,0,0
e598e0-8c3363-03,Stanford University,Chemistry,Physical Chemistry Seminar,1,1,2
e59b6b-a79a88-de,Rutgers University-New Brunswick,Mechanical Engineering,Colloquium Series,1,1,1
e5bacd-274278-32,University of Chicago,Mathematics,Combinatorics and Theoretical Computer Science Seminar,0,1,2
e5cc32-c0cfc9-a0,Yale University,Physics,Condensed Matter Theory Seminar,1,1,1
e5f858-e90375-89,Utah State University,Mechanical Engineering,MAE Research Seminar Series,1,1,2
e6aaca-3268a1-97,Colorado State University,Mathematics,Colloquium,1,1,1
e6adfb-2fe38e-64,New York University,Physics,Center for Quantum Information Physics Seminar,1,1,1
e6e78f-ce2aff-94,University of Wisconsin-Madison,Physics,Wisconsin Quantum Institute Seminar,0,0,0
e6f247-3c271e-e5,Oklahoma State University-Stillwater,Mathematics,Algebraic Geometry Seminar,0,0,0
e6f4ef-aaeb26-ca,University of Houston,Mathematics,Scientific Computing Seminar,1,0,0
e717fe-ff48fa-b7,"University of California, Santa Cruz",Chemistry,CH291 Seminar,1,1,1
e71b30-61edb6-b1,"University of California, Los Angeles",Physics,TEP Seminars,1,1,2
e731c5-6eb5e5-ad,Johns Hopkins University,Mathematics,Data Science Seminar,0,1,2
e78c24-cbe19d-9f,University of Memphis,Physics,Physics and Materials Science Seminars,1,0,0
e824d9-79a062-5b,Boston College,Mathematics,Number Theory/Representation Theory Seminar,0,0,0
e87b9e-3f797a-56,University of Colorado Boulder,Mathematics,Kempner Colloquium,0,0,0
e8c0a8-7535c8-3b,Massachusetts Institute of Technology,Computer Science,HCI Seminar Series,0,0,0
e8cd71-52a52c-4e,University of Georgia,Mathematics,Analysis,1,0,0
e8d3c3-48da5d-60,University of Massachusetts Amherst,Mathematics,Representation Theory Seminar,0,1,1
e8d617-b32ba6-b0,Florida State University,Chemistry,Materials Seminar,0,1,1
e8dbfd-aef077-af,Arizona State University,Mechanical Engineering,Mechanical & Aerospace Seminars,1,1,1
e8e1e0-1137cf-4a,University of Arizona,Mathematics,Mathematics Instruction Colloquium,1,1,1
e955ba-e786e3-cb,University of Missouri,Chemistry,Chemical and Biomedical Engineering Seminar Series,1,0,0
e976f1-ace3a2-c0,University of Central Florida,Mathematics,Colloquium,1,0,0
e97c21-d8a738-e2,Temple University,Mathematics,Probability Seminar,0,1,1
e999ed-a0f601-05,Princeton University,Mathematics,Discrete Math Seminar,0,0,0
e9b392-e4fc0f-4c,University of Southern Mississippi,Physics,Department of Physics and Astronomy Seminars/Colloquia,0,0,0
e9c6ab-f54df3-fa,Rutgers University-New Brunswick,Physics,Condensed Matter Seminar,0,1,1
ea3597-810014-f0,Florida State University,Physics,Physics Colloquium,0,0,0
ea35af-16019d-be,"Graduate Center, CUNY",Mathematics,Geometric Analysis Seminar,1,1,1
ea5e8e-8ef108-33,"University of California, San Diego",Chemistry,Inorganic Seminar,0,1,1
ea6b77-ddacbb-d5,University of New Hampshire,Chemistry,Seminar Series,1,0,0
ea864f-6a7c49-d2,University of Washington,Mathematics,Algebra and Algebraic Geometry Seminar,1,1,1
eac348-4af568-6f,"University of Maryland, College Park",Mathematics,Algebraic Geometry,0,1,2
eaca50-1fc505-46,University of Maine,Physics,Physics Colloquium,1,1,1
eb06ce-5e845c-b1,"University of California, Berkeley",Mathematics,3-Manifold Seminar,1,1,1
eb3cfe-5d06eb-ce,University of Kansas,Mathematics,Colloquium,0,1,1
eb4ed4-02da84-a9,Cornell University,Mathematics,Logic Seminar,0,1,1
eb5a62-02e0c7-56,"University of California, Davis",Mathematics,Algebraic Geometry Seminar,0,1,2
eb6882-b62ee5-81,Princeton University,Mathematics,Department Colloquium,0,0,0
ebaee8-773795-03,University of Delaware,Mathematics,Mathematics of Quantum Science Seminar,1,1,1
ebe0bd-cfb517-5a,Dartmouth College,Mathematics,Functional Analysis Seminar,1,1,1
ec0050-d84fe6-73,Oregon State University,Mechanical Engineering,CBEE Seminar,1,0,0
eceaab-0f0cc6-7f,University of Minnesota,Mathematics,IMA Industrial Problems Seminar,1,1,1
ed1459-1750b2-0f,"University of Maryland, College Park",Mathematics,Logic Seminar,0,1,1
ed47b5-bcf2a0-b5,Ohio State University,Chemistry,Biochemistry Seminars,1,0,0
ed484b-f3b587-fa,Stanford University,Mathematics,Geometry Seminar,1,0,0
eddb64-40d70b-b2,Texas A&M University,Mathematics,Groups and Dynamics Seminar,1,0,0
edee66-715064-0b,Florida International University,Mathematics,Applied Mathematics Seminar Sessions,1,1,1
ee1a6d-ae29d8-57,Princeton University,Mathematics,PU/IAS Symplectic Geometry Seminar,0,0,0
ee1ed1-233cf5-0a,Baylor University,Mathematics,Random Matrices and Free Probability Learning Seminar,0,1,1
ee5226-64a607-eb,Rice University,Mechanical Engineering,Seminar Series,1,1,1
ee6baa-8705e6-cb,University of Alabama,Mechanical Engineering,Seminar Series,1,0,0
ee8223-5c6f7d-c2,New York University,Chemistry,Simons Seminar,0,1,1
eeec18-b9f684-ee,University of New Mexico,Mathematics,Applied Math Seminars,0,1,1
ef0319-090d40-c5,Oregon State University,Mathematics,Applied Mathematics and Computation Seminar,1,0,0
ef08db-85b641-06,University of Colorado Boulder,Chemistry,Analytical Chemistry Seminars,1,1,1
ef2346-b6a782-38,University of Michigan,Computer Science,Electrical and Computer Engineering Distinguished Seminar Series,1,1,1
ef3641-707959-29,Louisiana State University,Chemistry,Macromolecular Seminar,1,1,1
ef3c8f-538ead-31,Brown University,Mathematics,PDE Seminar,0,0,0
ef50c7-063fea-f4,University of Oregon,Mathematics,Colloquium,1,1,2
ef889f-b805bf-bb,University of Pennsylvania,Mathematics,Algebra Seminar,0,1,1
efa2dc-c9810a-dc,Colorado State University,Chemistry,Inorganic Seminars,1,0,0
efe576-5978b3-3a,Auburn University,Computer Science,AI@AU Forum,0,0,0
eff396-7afae4-e2,University of Virginia,Physics,High Energy Seminars,0,0,0
f0016d-34e7d8-8b,University at Buffalo,Chemistry,"BCOOL (Biological Chemistry, Organic and Organometallic Lecture) Series",0,1,2
f021d1-a1071e-6f,University of Houston,Mathematics,Networks Cluster Seminar,1,1,1
f02df6-f291a8-58,University of Arizona,Physics,Physics Colloquium,0,0,0
f049b5-c85521-3e,Princeton University,Physics,Princeton Quantum Colloquium,0,0,0
f08e24-200f71-1a,Virginia Tech,Mathematics,Applied Numerical Analysis Seminar,0,1,1
f0aa7f-a4d802-65,University of Florida,Physics,Astrophysics Seminars,0,1,1
f0bae0-f1d1b4-8d,University of Wisconsin-Madison,Mathematics,Number Theory and Representation Theory (MATH 967-001),0,0,0
f0f147-98a885-cd,Stony Brook University,Mathematics,Analysis Seminar,0,1,1
f0fcc6-16d0eb-c8,University of Georgia,Physics,Department of Physics & Astronomy Colloquium Event,0,1,1
f105e5-8fcde4-0d,Princeton University,Mechanical Engineering,Crocco Colloquium,0,0,0
f13d32-1814f2-77,Case Western Reserve University,Chemistry,Colloquium,0,1,1
f152be-7b5986-27,Rutgers University-New Brunswick,Physics,High Energy Theory Seminar,0,1,1
f19c1f-83fad7-4d,Louisiana State University,Computer Science,ECE Seminars,0,1,1
f1a8f7-de9a3a-4f,Michigan State University,Mathematics,Dynamical Systems,0,1,2
f1e214-edd2fc-48,University of Kansas,Physics,Physics Colloquia,0,1,1
f211a4-5b5d19-cc,University of Georgia,Chemistry,Materials Chemistry and Nanoscience Seminar,0,1,1
f24ef4-f3901a-85,Georgetown University,Chemistry,Seminar Series,0,1,1
f251bb-255c61-47,"University of California, Los Angeles",Chemistry,Dickerson Biochemistry Seminar,1,0,0
f29f15-bc17c7-05,University of Wisconsin-Madison,Chemistry,Materials Seminars,1,1,1
f2b1b5-5cc455-33,University of North Carolina at Chapel Hill,Chemistry,Organic Chemistry Seminars,0,1,1
f2e0a0-11ac28-19,University of Delaware,Physics,Particle Physics Seminar,1,0,0
f3094b-4b72ac-3c,Brown University,Chemistry,Inorganic Chemistry Seminars,0,0,0
f377dd-fe6ad1-21,Cornell University,Computer Science,Artificial Intelligence Seminar,0,1,1
f3aae2-5a4990-f0,Carnegie Mellon University,Chemistry,Chemistry Seminar,0,0,0
f3b23d-8e0575-6d,Michigan State University,Mathematics,Colloquium,0,1,2
f3fa97-5a82a5-da,Northeastern University,Physics,Quantum Matter Seminar,1,0,0
f4354b-15ffa3-1f,Carnegie Mellon University,Mathematics,Mathematical Logic Seminars,1,0,0
f46e55-5424af-36,Virginia Commonwealth University,Mathematics,Mathematics Education Seminar,1,0,0
f49479-d292fc-f9,University of Arizona,Mathematics,Algebraic Geometry Seminar,1,1,1
f4a838-4bd3a5-33,University of Washington,Computer Science,Colloquia,1,0,0
f4f844-255911-54,University of Wisconsin-Madison,Physics,Atomic Physics Seminars,0,0,0
f52613-d884a6-ca,Rutgers University-New Brunswick,Physics,Mathematical Physics Seminar,0,1,1
f5642d-489f33-d4,University of Texas at El Paso,Computer Science,Seminar,0,0,0
f5a5a6-ca5a79-69,Columbia University,Physics,Materials Science and Engineering Colloquium,1,1,1
f60386-02bb44-e5,Cornell University,Computer Science,Learning Machines Seminar,0,1,2
f65fb2-cae935-9f,University of Minnesota,Mathematics,Lie Theory Seminar,1,1,1
f663e2-cb5cc5-57,"University of California, Berkeley",Chemistry,Special Seminar,1,1,1
f6683c-a6ab79-2d,"University of California, Berkeley",Mathematics,Differential Geometry Seminar,1,1,1
f676d4-69642c-a7,University of Arizona,Mathematics,Algebra and Number Theory Seminar,1,1,1
f6c0d9-695ff9-b1,University of Michigan,Physics,HEP (High Energy Physics) - Astro Seminars,1,1,1
f6d9dc-dfd2f8-a8,"University of California, Los Angeles",Chemistry,Houk-Jung Organic Colloquium 247,1,0,0
f6df41-ac2555-67,"University of Maryland, College Park",Physics,JQI Seminar,0,1,1
f6ef70-b41e96-40,Colorado State University,Chemistry,Materials Seminars,1,0,0
f7598a-d8ebf9-d9,Purdue University,Physics,Condensed Matter Seminar,0,0,0
f79ac8-7c6233-9f,Brown University,Mathematics,Geometric Analysis Seminar,0,0,0
f7cd94-479386-f7,University of Minnesota,Computer Science,Colloquium,0,0,0
f822f3-edf2b8-71,North Carolina State University,Computer Science,Systems Research Seminar,0,1,1
f826a6-21f2b7-f2,Purdue University,Mathematics,Algebraic Geometry Seminar,1,0,0
f89059-83a4a7-d9,"University of Maryland, College Park",Mathematics,Math Biology Seminar,0,1,1
f8bbf1-0e6afd-27,Rutgers University-New Brunswick,Computer Science,Seminar,1,0,0
f8e9e2-ad6798-2e,Northeastern University,Physics,Physics Seminar,1,0,0
f91ff6-ad1b8a-a2,Johns Hopkins University,Physics,JHU - UMD Joint Particle Physics Seminars,0,0,0
f95206-a3fda4-dc,Emory University,Chemistry,Chemistry Seminar,0,0,0
f96fc3-2715f0-03,Stony Brook University,Mathematics,Geometry/Topology Seminar,0,1,1
f9a08f-ff91ec-77,Yale University,Mathematics,Combinatorics Seminar,0,0,0
f9e662-3c0e16-a9,Virginia Commonwealth University,Mathematics,"Analysis, Logic and Physics Seminar",1,1,1
f9e9c4-251abf-62,Iowa State University,Chemistry,Organic Seminar,0,0,0
f9f4fd-83e346-b3,Florida State University,Chemistry,Analytical Seminar,0,1,1
fa33f3-a5e719-4c,University of Georgia,Mathematics,Number Theory/Arithmetic Geometry,1,0,0
fa95cc-1c00f2-7e,Colorado State University,Physics,Colloquia,0,0,0
faf5af-cf5a4a-53,Columbia University,Physics,Physics Colloquia,1,1,1
fb33f9-63d7ee-b5,Ohio State University,Mathematics,Computational Math Seminar,1,0,0
fb6fc1-c5d7c6-e6,Michigan State University,Mathematics,Geometry Seminar,0,1,2
fbc0c9-9288ab-df,Purdue University,Chemistry,Organic Seminar,0,0,0
fbe2ba-5f8eab-21,Brown University,Mathematics,Geometry & Topology Seminar,0,0,0
fc0598-ee834b-c9,Massachusetts Institute of Technology,Mathematics,Symplectic Seminar,0,1,2
fc1036-fa14ec-59,Stony Brook University,Physics,YITP Seminar,1,0,0
fc1c08-122f75-0a,"Graduate Center, CUNY",Mathematics,Models of Peano Arithmetic Seminar,1,1,1
fc239e-e6a33c-c6,"University of California, Los Angeles",Mathematics,Logic Colloquium,0,0,0
fc42f0-1c727c-ef,Drexel University,Mathematics,Partial Differential Equations and Applied Mathematics Seminar,0,1,1
fc8643-0fceb2-83,Wayne State University,Mathematics,Topology,0,1,2
fcc4ac-5b2ce4-1a,Stony Brook University,Mathematics,Colloquium,0,1,1
fcd66a-d824a8-94,University of Minnesota,Mathematics,PDE (Partial Differential Equations) Seminar,1,0,0
fcd883-ff382a-7e,Rutgers University-New Brunswick,Chemistry,Physical Chemistry Seminar,1,0,0
fcdb2f-495f4e-4e,Texas Tech University,Physics,Colloquia,1,1,1
fcdd45-92e229-20,Georgetown University,Mathematics,Colloquium Series,0,1,1
fd5b5c-f7e9b5-fd,Boston College,Physics,Physics Colloquium,1,1,1
fd8b82-029fb4-b4,"University of California, San Diego",Mathematics,Algebraic Geometry Seminars,1,0,0
fdc27d-877d04-8f,University of Chicago,Mathematics,Colloquia,0,1,1
fdd0ed-31bb6e-20,University of Houston,Mathematics,Analysis Seminar,1,0,0
fe0d69-e9f89d-07,Iowa State University,Chemistry,Physical/Inorganic Chemistry Seminar,0,0,0
fe1390-4e37ce-a9,Duke University,Computer Science,Algorithms Seminar,1,1,1
fe46e8-7be9ca-e6,"Graduate Center, CUNY",Mathematics,Category Theory Seminar,1,1,1
fe5aa9-00f67b-c7,University of Colorado Denver,Mathematics,Seminar,1,0,0
fe9207-8ed4e9-98,Clemson University,Physics,Colloquium,0,1,1
fe9fb3-f9cddb-fc,"University of Maryland, College Park",Mathematics,Probability Seminar,0,1,1
ff3b51-5f7fef-83,University of Pennsylvania,Mathematics,Penn Mathematics Colloquium,0,1,1
ff3b80-0307f2-be,Binghamton University,Mechanical Engineering,Seminar Series,0,0,0
ff3f53-75adda-c0,"University of California, Irvine",Computer Science,ACO Center Seminar Series,1,1,1
ff45a5-9e6343-3a,University of Missouri,Physics,CM/BIO/ECE (Condensed Matter/Biological Physics/Electrical and Computer Engineering) Seminars,1,0,0
ff7c42-a308a7-22,Tufts University,Mechanical Engineering,Colloquia,0,0,0
ffeb6d-1fbebf-f0,Massachusetts Institute of Technology,Mathematics,Algebraic Topology Seminar,0,1,2
ffeed7-2d39a3-ea,University of Rochester,Computer Science,Seminars and Talks,1,1,1
fff1e8-088e56-78,Oregon State University,Mechanical Engineering,Colloquium,1,0,0
